PWS ID,PWS Name,Contaminant,MCL,Location Has a Full Set of Results,Average Above MCL,Average Result,Facility ID,Facility Name,Sample Point ID,Sample Point Name,PWS Size,Facility Water Type,Sample Point Type,EPA Region,State
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.019,14038,Van Houten TP,TP014038,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.01,14038,Van Houten TP,TP014038,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.022,20051,Waldo TP,TP020051,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.0081,20051,Waldo TP,TP020051,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.026,25062,Main TP,TP025062,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.0081,25062,Main TP,TP025062,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.031,28068,Prospect TP,TP028068,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.013,28068,Prospect TP,TP028068,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.03,30072,Stevens TP,TP030072,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.009,30072,Stevens TP,TP030072,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.023,32076,East Ridgewood TP,TP032076,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.0094,32076,East Ridgewood TP,TP032076,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.027,35083,West End TP,TP035083,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.0079,35083,West End TP,TP035083,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.017,44099,Salem TP,TP044099,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.0049,49126,Carr TP,TP049126,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.0091,61150,Passaic Valley,CC061150,Representative Interconnection,L,SW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.0064,61150,Passaic Valley,CC061150,Representative Interconnection,L,SW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.021,94012,Wortendyke TP,TP004012,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.0083,94012,Wortendyke TP,TP004012,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.03,95023,Cedar Hill TP,TP005023,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.011,95023,Cedar Hill TP,TP005023,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.015,99001,UWNJ Ridgewood Consecutive Connection,CC001001,Representative Intertie,L,SW,EP,Region 2,NJ
NJ0306001,BURLINGTON TWP W DEPT,PFOA,0.0040 æg/L,Y,Y,0.016,92017,Beverly Road Plant,TP002017,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0306001,BURLINGTON TWP W DEPT,PFOS,0.0040 æg/L,Y,Y,0.007,92017,Beverly Road Plant,TP002017,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0306001,BURLINGTON TWP W DEPT,PFOA,0.0040 æg/L,Y,Y,0.011,93027,Well 8 TP,TP003027,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0315001,FLORENCE TWP W DEPT,PFOA,0.0040 æg/L,Y,Y,0.011,TP001003,FLORENCE TWP W DEPT,TP001003,TREATMENT PLANT,L,GW,EP,Region 2,NJ
NJ0315001,FLORENCE TWP W DEPT,PFOS,0.0040 æg/L,Y,Y,0.0085,TP001003,FLORENCE TWP W DEPT,TP001003,TREATMENT PLANT,L,GW,EP,Region 2,NJ
NJ0324001,MT LAUREL TWP MUA,PFOS,0.0040 æg/L,Y,Y,0.0083,95002,Willingboro Consecutive Connection,CC002002,Representative Intertie,L,GW,EP,Region 2,NJ
NJ0436007,WINSLOW TWP DMU,PFOA,0.0040 æg/L,Y,Y,0.0051,96021,Well 8 TP,TP006021,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0436007,WINSLOW TWP DMU,PFOA,0.0040 æg/L,Y,Y,0.005,97025,Cross Keys Road TP,TP007025,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0705001,EAST ORANGE WATER COMMISSION,PFOA,0.0040 æg/L,Y,Y,0.011,91002,Millburn Pump Station,TP001002,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0712001,NJ AMERICAN WATER - SHORT HILLS,PFOA,0.0040 æg/L,Y,Y,0.0041,25060,Northeast Well TP,TP025060,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0712001,NJ AMERICAN WATER - SHORT HILLS,PFOA,0.0040 æg/L,Y,Y,0.0051,54130,Franklin Road TP,TP054130,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0712001,NJ AMERICAN WATER - SHORT HILLS,PFOA,0.0040 æg/L,Y,Y,0.0065,92010,New Canoe Brook TP,TP002010,Entry Point to Dist. System,L,SW,EP,Region 2,NJ
NJ0712001,NJ AMERICAN WATER - SHORT HILLS,PFOA,0.0040 æg/L,Y,Y,0.0059,94004,PVWC Consecutive Connection,CC004004,Representative Intertie,L,SW,EP,Region 2,NJ
NJ0714001,"NEWARK WATER DEPARTMENT, NJ",PFOA,0.0040 æg/L,Y,Y,0.0048,93003,Wanaque North Consecutive Connection,CC003003,Representative Intertie,L,SW,EP,Region 2,NJ
NJ0721001,WEST CALDWELL WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0081,93008,Beverly Pit,CC003008,Representative Intertie,L,SW,EP,Region 2,NJ
NJ0721001,WEST CALDWELL WATER DEPARTMENT,PFOS,0.0040 æg/L,Y,Y,0.005,93008,Beverly Pit,CC003008,Representative Intertie,L,SW,EP,Region 2,NJ
NJ0801001,"CLAYTON WATER DEPARTMENT, NJ",PFOA,0.0040 æg/L,Y,Y,0.0058,TP002007,CLAYTON WATER DEPARTMENT,TP002007,TREATMENT PLANT - TP002007,S,GW,EP,Region 2,NJ
NJ0821001,WESTVILLE WATER DEPARTMENT,PFNA,0.01 æg/L,Y,Y,0.02,TP001003,WESTVILLE WATER DEPARTMENT,TP001003,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ0821001,WESTVILLE WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0082,TP001003,WESTVILLE WATER DEPARTMENT,TP001003,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ0821001,WESTVILLE WATER DEPARTMENT,PFOS,0.0040 æg/L,Y,Y,0.0046,TP001003,WESTVILLE WATER DEPARTMENT,TP001003,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ0904001,HARRISON W DEPT,PFOA,0.0040 æg/L,Y,Y,0.0068,HS,HARRISON W DEPT,HSEP,HISTORICAL EP,L,SW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOA,0.0040 æg/L,Y,Y,0.0061,11025,Pond Ridge TP,TP011025,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOS,0.0040 æg/L,Y,Y,0.0049,11025,Pond Ridge TP,TP011025,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOA,0.0040 æg/L,Y,Y,0.0076,93006,Well 3A TP,TP003006,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOS,0.0040 æg/L,Y,Y,0.0055,93006,Well 3A TP,TP003006,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOA,0.0040 æg/L,Y,Y,0.0079,94009,Well 4 TP,TP004009,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOS,0.0040 æg/L,Y,Y,0.0062,94009,Well 4 TP,TP004009,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOA,0.0040 æg/L,Y,Y,0.0078,96015,Well 7 TP,TP006015,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOS,0.0040 æg/L,Y,Y,0.0072,96015,Well 7 TP,TP006015,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOA,0.0040 æg/L,Y,Y,0.0063,98019,Well 12 TP,TP008019,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1005001,CLINTON W DEPT,PFOS,0.0040 æg/L,Y,Y,0.0097,98019,Well 12 TP,TP008019,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1014001,HIGH BRIDGE W DEPT,PFOA,0.0040 æg/L,Y,Y,0.0047,TP001001,HIGH BRIDGE W DEPT,TP001001,TREATMENT PLANT Wells 2/3/4/5,S,GW,EP,Region 2,NJ
NJ1014001,HIGH BRIDGE W DEPT,PFOS,0.0040 æg/L,Y,Y,0.0044,TP001001,HIGH BRIDGE W DEPT,TP001001,TREATMENT PLANT Wells 2/3/4/5,S,GW,EP,Region 2,NJ
NJ1106316,BEAR TAVERN SCHOOL,PFOA,0.0040 æg/L,Y,Y,0.0074,TP001001,BEAR TAVERN SCHOOL,TP001001,Sample Tap @ TREATMENT PLANT (TP001001),S,GW,EP,Region 2,NJ
NJ1106316,BEAR TAVERN SCHOOL,PFOS,0.0040 æg/L,Y,Y,0.024,TP001001,BEAR TAVERN SCHOOL,TP001001,Sample Tap @ TREATMENT PLANT (TP001001),S,GW,EP,Region 2,NJ
NJ1213002,MONROE TWP UTILITY DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.01,95011,Well 16A TP,TP005011,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1213002,MONROE TWP UTILITY DEPARTMENT,PFOS,0.0040 æg/L,Y,Y,0.0067,95011,Well 16A TP,TP005011,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1221004,SOUTH BRUNSWICK TWP W DI,PFOA,0.0040 æg/L,Y,Y,0.019,TP003007,SOUTH BRUNSWICK TWP W DI,TP003007,TREATMENT PLANT,L,GW,EP,Region 2,NJ
NJ1221004,SOUTH BRUNSWICK TWP W DI,PFOA,0.0040 æg/L,Y,Y,0.0063,TP005012,SOUTH BRUNSWICK TWP W DI,TP005012,TREATMENT PLANT,L,GW,EP,Region 2,NJ
NJ1339001,NJ AMERICAN WATER - SHORELANDS,PFOA,0.0040 æg/L,Y,Y,0.0058,91001,NJAWC Coastal North Cons. Connection,REPCC,NJAWC Chamber 1,L,SW,EP,Region 2,NJ
NJ1345001,NJ AMERICAN WATER - COASTAL NORTH,PFOA,0.0040 æg/L,Y,Y,0.0045,21230,Oak Glen TP (Squankum Howell Twp.),TP221230,Entry Point to Dist. System,L,SW,EP,Region 2,NJ
NJ1345001,NJ AMERICAN WATER - COASTAL NORTH,PFOA,0.0040 æg/L,Y,Y,0.0054,91003,Swimming River Plant (Colts Neck),TP001003,Entry Point to Dist. System,L,SW,EP,Region 2,NJ
NJ1345001,NJ AMERICAN WATER - COASTAL NORTH,PFOA,0.0040 æg/L,Y,Y,0.0053,94004,Shorelands Consecutive Connection,CC004004,Representative Intertie,L,SW,EP,Region 2,NJ
NJ1345001,NJ AMERICAN WATER - COASTAL NORTH,PFOA,0.0040 æg/L,Y,Y,0.0072,99219,Oak Street Station TP,TP209219,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1349001,BOROUGH OF SPRINGLAKE HEIGHTS,PFOA,0.0040 æg/L,Y,Y,0.0053,CC003010,BOROUGH OF SPRINGLAKE HEIGHTS (CC),CC003010,POE for Manasquan Connection,S,SW,EP,Region 2,NJ
NJ1350001,NJ AMERICAN WATER - UNION BEACH,PFOA,0.0040 æg/L,Y,Y,0.0043,CC002002,UB2 Consecutive Connection Shorelands 228,CC002002,Representative Interconnect (Stone Rd/Poole Ave),S,SW,EP,Region 2,NJ
NJ1352003,WALL TWP WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.006,93015,Allenwood Plant,TP003015,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1352003,WALL TWP WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0043,93015,Allenwood Plant,TP003015,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1352003,WALL TWP WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0046,97027,Manasquan Consecutive Connection,CC007027,Representative Intertie,L,SW,EP,Region 2,NJ
NJ1401001,BOONTON WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0081,TP001003,BOONTON WATER DEPT,TP001003,TREATMENT PLANT,S,SW,EP,Region 2,NJ
NJ1401001,BOONTON WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0083,TP002008,BOONTON WATER DEPT,TP002008,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1403001,BUTLER WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0072,TP001002,BUTLER WATER DEPT,TP001002,TREATMENT PLANT,S,SW,EP,Region 2,NJ
NJ1408001,DENVILLE TWP WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0095,91001,Well 1 TP,TP001001,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1408001,DENVILLE TWP WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0042,91001,Well 1 TP,TP001001,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1408001,DENVILLE TWP WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.012,92004,Well 4 TP,TP002004,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1410001,EAST HANOVER TWP WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.011,91001,Wells 1 & 2 TP,TP001001,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1410001,EAST HANOVER TWP WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0052,91001,Wells 1 & 2 TP,TP001001,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1410001,EAST HANOVER TWP WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0056,92003,Well 5 TP,TP002003,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1410001,EAST HANOVER TWP WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0057,95001,Consecutive Connection,REPCC,Entry Point to Dist. System,L,SW,EP,Region 2,NJ
NJ1410001,EAST HANOVER TWP WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0042,95001,Consecutive Connection,REPCC,Entry Point to Dist. System,L,SW,EP,Region 2,NJ
NJ1411001,FLORHAM PARK WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0093,TP002005,FLORHAM PARK WATER DEPT,TP002005,Well House #3,S,GW,EP,Region 2,NJ
NJ1411001,FLORHAM PARK WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0095,TP003008,FLORHAM PARK WATER DEPT,TP003008,Well House #4,S,GW,EP,Region 2,NJ
NJ1411001,FLORHAM PARK WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.012,TP4012,Florham Park Water Dept.,TP4012,Well House #5,S,GW,EP,Region 2,NJ
NJ1416001,LINCOLN PARK WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0047,92003,PVWC Consecutive Connection,CC002003,Representative Intertie,L,SW,EP,Region 2,NJ
NJ1421003,MONTVILLE TWP MUA,PFOA,0.0040 æg/L,Y,Y,0.0048,91003,Indian Lane West TP,TP001003,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1421003,MONTVILLE TWP MUA,PFOA,0.0040 æg/L,Y,Y,0.0059,95008,Indian Lane East,TP005008,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,PFOA,0.0040 æg/L,Y,Y,0.0051,10024,Wing Well Plant,TP010024,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,PFOA,0.0040 æg/L,Y,Y,0.011,30080,Lidgerwood Well Plant,TP003008,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,PFOS,0.0040 æg/L,Y,Y,0.0055,30080,Lidgerwood Well Plant,TP003008,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,PFOA,0.0040 æg/L,Y,Y,0.0078,91001,Black Brook Plant,TP001001,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,PFOA,0.0040 æg/L,Y,Y,0.0072,94004,PVWC Consecutive Connection,CC004004,Entry Point to Dist. System,L,SW,EP,Region 2,NJ
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,PFOA,0.0040 æg/L,Y,Y,0.011,96015,Magyar Well Plant,TP006015,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1427001,MT OLIVE VILLAGES WATER,PFOA,0.0040 æg/L,Y,Y,0.0059,TP001001,MT OLIVE VILLAGES WATER,TP001001,Well #2 - TP001001,S,GW,EP,Region 2,NJ
NJ1427001,MT OLIVE VILLAGES WATER,PFOS,0.0040 æg/L,Y,Y,0.0056,TP001001,MT OLIVE VILLAGES WATER,TP001001,Well #2 - TP001001,S,GW,EP,Region 2,NJ
NJ1427001,MT OLIVE VILLAGES WATER,PFOA,0.0040 æg/L,Y,Y,0.0057,TP002003,MT OLIVE VILLAGES WATER,TP002003,Well #3 - TP002003,S,GW,EP,Region 2,NJ
NJ1427001,MT OLIVE VILLAGES WATER,PFOS,0.0040 æg/L,Y,Y,0.0053,TP002003,MT OLIVE VILLAGES WATER,TP002003,Well #3 - TP002003,S,GW,EP,Region 2,NJ
NJ1427001,MT OLIVE VILLAGES WATER,PFOA,0.0040 æg/L,Y,Y,0.0057,TP003005,MT OLIVE VILLAGES WATER,TP003005,Well #4 - TP003005,S,GW,EP,Region 2,NJ
NJ1427001,MT OLIVE VILLAGES WATER,PFOS,0.0040 æg/L,Y,Y,0.0053,TP003005,MT OLIVE VILLAGES WATER,TP003005,Well #4 - TP003005,S,GW,EP,Region 2,NJ
NJ1427005,MOUNT OLIVE TWP W D MAIN,PFOA,0.0040 æg/L,Y,Y,0.0062,TP001002,MOUNT OLIVE TWP W D MAIN,TP001002,Well #1 - TP001001,S,GW,EP,Region 2,NJ
NJ1427005,MOUNT OLIVE TWP W D MAIN,PFOS,0.0040 æg/L,Y,Y,0.0049,TP001002,MOUNT OLIVE TWP W D MAIN,TP001002,Well #1 - TP001001,S,GW,EP,Region 2,NJ
NJ1427005,MOUNT OLIVE TWP W D MAIN,PFOA,0.0040 æg/L,Y,Y,0.006,TP002004,MOUNT OLIVE TWP W D MAIN,TP002004,Well #2 - TP002004,S,GW,EP,Region 2,NJ
NJ1427005,MOUNT OLIVE TWP W D MAIN,PFOS,0.0040 æg/L,Y,Y,0.0048,TP002004,MOUNT OLIVE TWP W D MAIN,TP002004,Well #2 - TP002004,S,GW,EP,Region 2,NJ
NJ1427005,MOUNT OLIVE TWP W D MAIN,PFOA,0.0040 æg/L,Y,Y,0.0062,TP003007,MOUNT OLIVE TWP W D MAIN,TP003007,Well #3 - TP003007,S,GW,EP,Region 2,NJ
NJ1427005,MOUNT OLIVE TWP W D MAIN,PFOS,0.0040 æg/L,Y,Y,0.0048,TP003007,MOUNT OLIVE TWP W D MAIN,TP003007,Well #3 - TP003007,S,GW,EP,Region 2,NJ
NJ1428001,NETCONG WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0058,TP001001,NETCONG WATER DEPT,TP001001,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1428001,NETCONG WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0079,TP002005,NETCONG WATER DEPT,TP002005,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1428001,NETCONG WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0055,TP002005,NETCONG WATER DEPT,TP002005,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1428001,NETCONG WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0079,TP005012,NETCONG WATER DEPT,TP005012,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1428001,NETCONG WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.005,TP005012,NETCONG WATER DEPT,TP005012,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.009,006019,Well 9 TP,TP006019,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOS,0.0040 æg/L,Y,Y,0.0046,006019,Well 9 TP,TP006019,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0092,11032,Well 14 TP,TP011032,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0061,14039,Well 18 TP,TP014039,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.01,32068,Well 19 TP,TP032068,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0045,34081,Well 21 TP,TP034081,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0058,93007,Wells 4/4A TP,TP003007,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0068,94001,Jersey City Consecutive Connection,CC001001,Representative Intertie,L,SW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOS,0.0040 æg/L,Y,Y,0.0077,94001,Jersey City Consecutive Connection,CC001001,Representative Intertie,L,SW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0057,95015,Well 8 Treatment Plant,TP005015,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0052,97021,Well 10 TP,TP007021,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1429001,PARSIPPANY-TROY HILLS WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0082,99026,Well 12 TP,TP009026,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1434001,ROCKAWAY BORO WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.014,TP001004,ROCKAWAY BORO WATER DEPT,TP001004,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1434001,ROCKAWAY BORO WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0063,TP001004,ROCKAWAY BORO WATER DEPT,TP001004,TREATMENT PLANT,S,GW,EP,Region 2,NJ
NJ1436003,ROXBURY TWP W DEPT-SHORE,PFOA,0.0040 æg/L,Y,Y,0.0056,TP004012,ROXBURY TWP W DEPT-SHORE,TP004012,TREATMENT PLANT WELL 12,S,GW,EP,Region 2,NJ
NJ1436003,ROXBURY TWP W DEPT-SHORE,PFOS,0.0040 æg/L,Y,Y,0.0049,TP004012,ROXBURY TWP W DEPT-SHORE,TP004012,TREATMENT PLANT WELL 12,S,GW,EP,Region 2,NJ
NJ1438004,WASHINGTON TWP MUA-SCHOO,PFOA,0.0040 æg/L,Y,Y,0.0049,TP002005,WASHINGTON TWP MUA-SCHOO,TP002005,TP002005 - SM4 Nestling Pines,S,GW,EP,Region 2,NJ
NJ1438004,WASHINGTON TWP MUA-SCHOO,PFOA,0.0040 æg/L,Y,Y,0.0059,TP007021,WASHINGTON TWP MUA-SCHOO,TP007021,TP007021 - SM10 Spring Acres,S,GW,EP,Region 2,NJ
NJ1438004,WASHINGTON TWP MUA-SCHOO,PFOA,0.0040 æg/L,Y,Y,0.0076,TP010027,WASHINGTON TWP MUA-SCHOO,TP010027,TP010027 - SM18 Bristol,S,GW,EP,Region 2,NJ
NJ1438004,WASHINGTON TWP MUA-SCHOO,PFOS,0.0040 æg/L,Y,Y,0.0095,TP010027,WASHINGTON TWP MUA-SCHOO,TP010027,TP010027 - SM18 Bristol,S,GW,EP,Region 2,NJ
NJ1507005,SUEZ WATER TOMS RIVER,PFOA,0.0040 æg/L,Y,Y,0.0049,95023,Whitesville - Route 70 WTP,TP005023,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ1514002,LAKEWOOD TWP MUA,PFOA,0.0040 æg/L,Y,Y,0.0067,12027,Shorrock Street WTP,TP012027,Shorrock Street WTP,L,GW,EP,Region 2,NJ
NJ1514002,LAKEWOOD TWP MUA,PFOA,0.0040 æg/L,Y,Y,0.0046,013029,NJAW Interconnection - Route 88,CC013029,NJAW Interconnection - Route 88,L,MX,EP,Region 2,NJ
NJ1514002,LAKEWOOD TWP MUA,PFOA,0.0040 æg/L,Y,Y,0.0085,016036,NJAW Interconnection - Chestnut St,CC016036,NJAW - Chestnut,L,MX,EP,Region 2,NJ
NJ1514002,LAKEWOOD TWP MUA,PFOA,0.0040 æg/L,Y,Y,0.0058,96017,Well 7 TP,TP006017,New Hampshire Avenue WTP,L,GW,EP,Region 2,NJ
NJ1605001,NJ AMERICAN WATER - LITTLE FALLS,PFOA,0.0040 æg/L,Y,Y,0.0043,91001,PVWC Consecutive Connection,REPCC1,Representative Intertie,L,SW,EP,Region 2,NJ
